id,route,warehouse,delivery_time,delay_minutes,delay_reason,date
251,Route A,WH1,6.7,13,Traffic,2025-02-10
252,Route A,WH4,4.1,35,Mechanical Issue,2025-02-10
253,Route C,WH1,3.4,39,Accident,2025-02-10
254,Route A,WH3,7.0,0,,2025-02-11
255,Route E,WH3,5.2,45,Traffic,2025-02-11
256,Route B,WH4,4.3,109,Accident,2025-02-11
257,Route E,WH4,6.2,120,Traffic,2025-02-11
258,Route D,WH2,6.0,71,Traffic,2025-02-11
259,Route C,WH3,3.8,39,Mechanical Issue,2025-02-11
260,Route E,WH4,3.9,41,Traffic,2025-02-12
261,Route A,WH1,5.1,23,Staff Shortage,2025-02-12
262,Route C,WH4,5.6,42,Staff Shortage,2025-02-12
263,Route D,WH2,5.3,104,Accident,2025-02-12
264,Route B,WH1,3.1,21,Mechanical Issue,2025-02-12
265,Route D,WH3,7.8,8,Weather,2025-02-12
266,Route D,WH4,7.3,102,Accident,2025-02-12
267,Route C,WH4,5.4,101,Accident,2025-02-12
268,Route A,WH4,6.7,103,Mechanical Issue,2025-02-13
269,Route C,WH4,4.9,13,Mechanical Issue,2025-02-13
270,Route D,WH4,4.4,22,Staff Shortage,2025-02-13
271,Route E,WH1,3.9,79,Mechanical Issue,2025-02-14
272,Route A,WH1,7.1,97,Accident,2025-02-14
273,Route A,WH4,3.7,103,Staff Shortage,2025-02-14
274,Route B,WH4,5.9,46,Accident,2025-02-14
275,Route D,WH4,4.4,0,,2025-02-14
276,Route B,WH2,6.8,86,Weather,2025-02-14
277,Route D,WH1,7.9,97,Mechanical Issue,2025-02-15
278,Route C,WH3,6.6,13,Weather,2025-02-15
279,Route A,WH1,5.3,6,Weather,2025-02-15
280,Route A,WH4,5.2,15,Accident,2025-02-15
281,Route A,WH4,3.3,104,Traffic,2025-02-15
282,Route E,WH1,6.9,30,Mechanical Issue,2025-02-16
283,Route E,WH2,6.7,54,Weather,2025-02-16
284,Route E,WH4,7.5,67,Staff Shortage,2025-02-16
285,Route E,WH2,6.4,43,Staff Shortage,2025-02-16
286,Route C,WH1,3.4,73,Staff Shortage,2025-02-16
287,Route A,WH2,6.4,0,,2025-02-16
288,Route E,WH2,6.0,38,Mechanical Issue,2025-02-16
289,Route D,WH4,7.5,35,Staff Shortage,2025-02-16
290,Route E,WH3,5.3,0,,2025-02-17
291,Route E,WH1,6.6,50,Accident,2025-02-17
292,Route B,WH4,3.4,7,Mechanical Issue,2025-02-17
293,Route B,WH4,4.0,0,,2025-02-17
294,Route D,WH4,7.5,0,,2025-02-17
295,Route B,WH1,6.0,0,,2025-02-17
296,Route B,WH3,6.3,112,Accident,2025-02-18
297,Route D,WH2,7.3,67,Weather,2025-02-18
298,Route C,WH1,3.0,35,Traffic,2025-02-18
299,Route A,WH3,4.2,18,Weather,2025-02-19
300,Route E,WH4,6.6,0,,2025-02-19
301,Route C,WH3,5.8,44,Traffic,2025-02-19
302,Route E,WH2,3.5,81,Weather,2025-02-20
303,Route E,WH4,4.2,113,Staff Shortage,2025-02-20
304,Route D,WH1,5.3,55,Accident,2025-02-20
305,Route E,WH2,5.4,28,Accident,2025-02-20
306,Route B,WH3,6.9,92,Traffic,2025-02-20
307,Route C,WH2,8.0,16,Staff Shortage,2025-02-21
308,Route C,WH4,4.0,0,,2025-02-21
309,Route E,WH3,5.5,117,Traffic,2025-02-21
310,Route E,WH4,5.8,0,,2025-02-21
311,Route C,WH2,7.4,58,Staff Shortage,2025-02-21
312,Route E,WH3,7.0,112,Traffic,2025-02-22
313,Route E,WH3,6.9,30,Mechanical Issue,2025-02-22
314,Route C,WH3,7.7,55,Traffic,2025-02-22
315,Route C,WH3,7.1,65,Weather,2025-02-23
316,Route A,WH4,7.1,110,Weather,2025-02-23
317,Route C,WH1,7.6,84,Mechanical Issue,2025-02-23
318,Route E,WH1,7.2,27,Accident,2025-02-23
319,Route C,WH4,7.3,52,Traffic,2025-02-24
320,Route D,WH3,5.8,118,Weather,2025-02-24
321,Route E,WH4,4.3,97,Weather,2025-02-24
322,Route E,WH1,4.0,35,Accident,2025-02-24
323,Route C,WH4,5.9,34,Weather,2025-02-24
324,Route D,WH1,5.3,12,Mechanical Issue,2025-02-24
325,Route D,WH3,5.0,87,Weather,2025-02-24
326,Route E,WH3,6.1,43,Accident,2025-02-25
327,Route D,WH4,8.0,22,Mechanical Issue,2025-02-25
328,Route C,WH4,4.3,59,Staff Shortage,2025-02-25
329,Route E,WH1,6.9,0,,2025-02-26
330,Route C,WH4,5.8,90,Weather,2025-02-26
331,Route D,WH1,7.0,103,Traffic,2025-02-26
332,Route D,WH3,6.9,0,,2025-02-27
333,Route A,WH4,3.6,36,Accident,2025-02-27
334,Route E,WH4,6.0,20,Traffic,2025-02-27
335,Route E,WH4,5.2,56,Accident,2025-02-27
336,Route E,WH1,6.2,21,Accident,2025-02-27
337,Route D,WH3,5.2,0,,2025-02-28
338,Route D,WH4,6.4,58,Staff Shortage,2025-02-28
339,Route E,WH1,6.4,64,Mechanical Issue,2025-02-28
340,Route D,WH2,7.2,49,Mechanical Issue,2025-03-01
341,Route C,WH4,4.0,52,Staff Shortage,2025-03-01
342,Route C,WH1,5.9,54,Staff Shortage,2025-03-01
343,Route E,WH2,6.6,0,,2025-03-02
344,Route B,WH4,6.8,98,Staff Shortage,2025-03-02
345,Route D,WH3,3.5,80,Accident,2025-03-02
346,Route A,WH2,7.5,50,Mechanical Issue,2025-03-02
347,Route C,WH2,3.3,79,Traffic,2025-03-02
348,Route E,WH2,4.8,31,Traffic,2025-03-02
349,Route D,WH1,7.8,33,Traffic,2025-03-02
350,Route C,WH2,3.0,61,Mechanical Issue,2025-03-02
351,Route B,WH4,6.1,75,Traffic,2025-03-03
352,Route E,WH2,6.9,95,Mechanical Issue,2025-03-03
353,Route B,WH2,7.6,84,Accident,2025-03-03
354,Route B,WH4,3.5,51,Weather,2025-03-03
355,Route C,WH1,6.3,82,Accident,2025-03-03
356,Route B,WH1,7.3,81,Traffic,2025-03-03
357,Route C,WH2,4.6,49,Mechanical Issue,2025-03-03
358,Route A,WH4,6.2,0,,2025-03-04
359,Route D,WH4,4.3,95,Accident,2025-03-04
360,Route B,WH1,7.9,65,Staff Shortage,2025-03-04
361,Route C,WH1,4.1,16,Weather,2025-03-04
362,Route D,WH2,6.4,93,Accident,2025-03-04
363,Route E,WH4,7.0,91,Accident,2025-03-04
364,Route B,WH2,4.1,83,Accident,2025-03-05
365,Route A,WH4,6.6,8,Staff Shortage,2025-03-05
366,Route A,WH4,4.2,77,Traffic,2025-03-05
367,Route B,WH2,3.4,94,Accident,2025-03-05
368,Route C,WH1,4.4,109,Mechanical Issue,2025-03-05
369,Route C,WH3,4.0,0,,2025-03-05
370,Route C,WH1,4.0,0,,2025-03-05
371,Route C,WH3,6.3,91,Weather,2025-03-05
372,Route C,WH3,4.6,0,,2025-03-06
373,Route B,WH4,6.5,0,,2025-03-06
374,Route B,WH2,4.4,95,Traffic,2025-03-06
375,Route E,WH4,7.9,14,Accident,2025-03-06
376,Route E,WH1,7.3,0,,2025-03-06
377,Route B,WH1,6.1,0,,2025-03-06
378,Route A,WH3,3.9,53,Weather,2025-03-06
379,Route B,WH3,7.4,73,Traffic,2025-03-07
380,Route A,WH1,3.2,117,Mechanical Issue,2025-03-07
381,Route A,WH4,7.5,5,Weather,2025-03-07
382,Route A,WH4,4.6,96,Traffic,2025-03-07
383,Route A,WH3,6.5,20,Staff Shortage,2025-03-07
384,Route B,WH4,6.7,14,Traffic,2025-03-07
385,Route D,WH3,4.7,0,,2025-03-07
386,Route A,WH3,3.4,70,Traffic,2025-03-08
387,Route A,WH2,6.3,0,,2025-03-08
388,Route E,WH3,3.2,14,Traffic,2025-03-08
389,Route E,WH3,7.7,89,Mechanical Issue,2025-03-08
390,Route A,WH3,4.2,67,Traffic,2025-03-08
391,Route B,WH4,4.1,75,Weather,2025-03-08
392,Route D,WH1,6.0,24,Mechanical Issue,2025-03-08
393,Route A,WH2,6.4,93,Staff Shortage,2025-03-08
394,Route C,WH2,4.8,39,Traffic,2025-03-09
395,Route A,WH3,5.4,112,Accident,2025-03-09
396,Route B,WH2,5.3,119,Weather,2025-03-09
397,Route E,WH4,4.8,0,,2025-03-09
398,Route B,WH1,7.1,8,Weather,2025-03-09
399,Route E,WH4,4.9,110,Staff Shortage,2025-03-09
400,Route B,WH3,4.3,73,Accident,2025-03-09
401,Route C,WH1,4.8,53,Accident,2025-03-09
402,Route A,WH2,7.2,66,Mechanical Issue,2025-03-10
403,Route C,WH3,5.7,6,Weather,2025-03-10
404,Route B,WH1,7.4,80,Mechanical Issue,2025-03-10
405,Route B,WH4,7.5,64,Traffic,2025-03-10
406,Route E,WH4,3.8,51,Mechanical Issue,2025-03-10
407,Route E,WH3,3.5,68,Mechanical Issue,2025-03-10
408,Route E,WH1,6.9,10,Staff Shortage,2025-03-11
409,Route B,WH4,4.6,37,Mechanical Issue,2025-03-11
410,Route D,WH2,6.7,83,Mechanical Issue,2025-03-11
411,Route E,WH3,4.6,64,Weather,2025-03-11
412,Route C,WH4,3.7,66,Weather,2025-03-11
413,Route C,WH2,5.2,77,Accident,2025-03-12
414,Route D,WH3,5.3,93,Mechanical Issue,2025-03-12
415,Route B,WH4,7.9,47,Accident,2025-03-12
416,Route E,WH3,5.1,93,Weather,2025-03-12
417,Route C,WH1,7.0,46,Traffic,2025-03-12
418,Route C,WH1,7.3,77,Staff Shortage,2025-03-12
419,Route B,WH2,5.1,0,,2025-03-12
420,Route D,WH3,7.8,74,Mechanical Issue,2025-03-12
421,Route A,WH2,4.2,0,,2025-03-13
422,Route E,WH3,4.9,83,Accident,2025-03-13
423,Route C,WH2,3.4,117,Traffic,2025-03-13
424,Route C,WH1,4.4,67,Mechanical Issue,2025-03-13
425,Route D,WH3,4.5,25,Accident,2025-03-13
426,Route D,WH2,4.6,0,,2025-03-14
427,Route B,WH3,4.8,0,,2025-03-14
428,Route B,WH1,6.3,21,Mechanical Issue,2025-03-14
429,Route A,WH4,6.9,35,Staff Shortage,2025-03-15
430,Route A,WH3,3.6,105,Mechanical Issue,2025-03-15
431,Route A,WH1,7.1,46,Mechanical Issue,2025-03-15
432,Route C,WH1,4.0,0,,2025-03-15
433,Route C,WH4,3.4,119,Traffic,2025-03-15
434,Route A,WH2,7.5,54,Staff Shortage,2025-03-15
435,Route C,WH4,7.3,18,Staff Shortage,2025-03-15
436,Route B,WH2,6.4,0,,2025-03-15
437,Route E,WH1,6.6,39,Traffic,2025-03-16
438,Route C,WH4,5.3,76,Weather,2025-03-16
439,Route D,WH4,7.9,109,Weather,2025-03-16
440,Route B,WH1,3.5,77,Mechanical Issue,2025-03-17
441,Route E,WH1,3.1,100,Traffic,2025-03-17
442,Route C,WH1,5.6,56,Mechanical Issue,2025-03-17
443,Route D,WH1,4.1,7,Mechanical Issue,2025-03-17
444,Route A,WH2,7.2,81,Accident,2025-03-17
445,Route A,WH1,6.7,82,Traffic,2025-03-17
446,Route C,WH2,4.5,0,,2025-03-17
447,Route B,WH3,6.5,0,,2025-03-18
448,Route E,WH4,7.3,106,Traffic,2025-03-18
449,Route E,WH1,5.3,18,Accident,2025-03-18
450,Route C,WH2,5.3,44,Mechanical Issue,2025-03-19
451,Route D,WH3,4.1,70,Accident,2025-03-19
452,Route B,WH3,5.4,111,Weather,2025-03-19
453,Route B,WH4,4.8,113,Staff Shortage,2025-03-19
454,Route E,WH4,4.2,105,Weather,2025-03-19
455,Route D,WH1,6.1,117,Staff Shortage,2025-03-20
456,Route D,WH3,4.8,46,Weather,2025-03-20
457,Route C,WH1,3.6,36,Accident,2025-03-20
458,Route C,WH2,5.3,109,Staff Shortage,2025-03-20
459,Route B,WH1,4.5,58,Accident,2025-03-20
460,Route B,WH4,3.9,85,Mechanical Issue,2025-03-20
461,Route B,WH4,3.3,0,,2025-03-21
462,Route A,WH1,7.9,54,Weather,2025-03-21
463,Route D,WH4,4.0,99,Staff Shortage,2025-03-21
464,Route D,WH3,7.0,92,Traffic,2025-03-21
465,Route C,WH4,4.5,39,Weather,2025-03-21
466,Route D,WH1,4.1,82,Mechanical Issue,2025-03-21
467,Route A,WH3,6.7,90,Mechanical Issue,2025-03-21
468,Route D,WH4,5.3,0,,2025-03-21
469,Route D,WH2,6.7,111,Staff Shortage,2025-03-22
470,Route E,WH4,3.2,18,Accident,2025-03-22
471,Route C,WH3,6.9,27,Mechanical Issue,2025-03-22
472,Route E,WH2,6.4,0,,2025-03-22
473,Route A,WH2,6.8,29,Staff Shortage,2025-03-22
474,Route C,WH1,5.8,98,Weather,2025-03-22
475,Route B,WH1,7.9,16,Mechanical Issue,2025-03-23
476,Route D,WH3,5.6,21,Staff Shortage,2025-03-23
477,Route A,WH1,7.4,0,,2025-03-23
478,Route A,WH1,3.5,0,,2025-03-23
479,Route B,WH3,3.1,43,Weather,2025-03-23
480,Route A,WH1,4.0,0,,2025-03-24
481,Route B,WH2,7.7,51,Weather,2025-03-24
482,Route A,WH3,4.7,29,Staff Shortage,2025-03-24
483,Route D,WH4,4.7,50,Traffic,2025-03-24
484,Route D,WH3,3.6,45,Accident,2025-03-25
485,Route C,WH4,6.5,85,Mechanical Issue,2025-03-25
486,Route B,WH1,3.5,0,,2025-03-25
487,Route D,WH3,4.1,74,Accident,2025-03-26
488,Route A,WH3,3.4,107,Weather,2025-03-26
489,Route C,WH3,6.8,64,Staff Shortage,2025-03-26
490,Route B,WH2,7.0,117,Accident,2025-03-26
491,Route C,WH4,5.2,64,Staff Shortage,2025-03-26
492,Route D,WH2,3.6,12,Accident,2025-03-26
493,Route D,WH1,5.5,85,Traffic,2025-03-26
494,Route B,WH3,6.5,96,Weather,2025-03-26
495,Route B,WH1,7.1,0,,2025-03-27
496,Route E,WH4,6.6,98,Weather,2025-03-27
497,Route D,WH3,7.1,110,Traffic,2025-03-27
498,Route C,WH4,8.0,91,Weather,2025-03-27
499,Route B,WH1,4.7,27,Staff Shortage,2025-03-27
500,Route E,WH2,6.3,120,Staff Shortage,2025-03-27
501,Route B,WH3,6.8,0,,2025-03-28
502,Route E,WH2,5.6,0,,2025-03-28
503,Route B,WH4,7.4,41,Staff Shortage,2025-03-28
504,Route B,WH3,7.6,41,Staff Shortage,2025-03-28
505,Route B,WH4,3.8,0,,2025-03-28
506,Route D,WH1,5.0,0,,2025-03-28
507,Route E,WH4,6.7,106,Traffic,2025-03-28
508,Route C,WH3,5.4,100,Weather,2025-03-28
509,Route A,WH3,5.0,56,Mechanical Issue,2025-03-29
510,Route D,WH2,4.8,31,Staff Shortage,2025-03-29
511,Route C,WH3,4.4,9,Weather,2025-03-29
512,Route C,WH2,4.5,82,Staff Shortage,2025-03-29
513,Route B,WH3,6.7,77,Staff Shortage,2025-03-29
514,Route D,WH1,6.4,41,Staff Shortage,2025-03-29
515,Route D,WH4,5.8,112,Weather,2025-03-30
516,Route A,WH4,4.2,0,,2025-03-30
517,Route C,WH2,5.1,87,Traffic,2025-03-30
518,Route B,WH2,3.3,46,Weather,2025-03-30
519,Route C,WH1,7.6,99,Traffic,2025-03-30
520,Route E,WH3,7.5,82,Mechanical Issue,2025-03-30
521,Route B,WH2,6.8,40,Weather,2025-03-30
522,Route A,WH1,5.6,32,Staff Shortage,2025-03-31
523,Route C,WH3,6.8,8,Weather,2025-03-31
524,Route C,WH1,5.3,0,,2025-03-31
525,Route B,WH3,5.7,0,,2025-03-31
526,Route C,WH3,3.4,50,Weather,2025-03-31
527,Route D,WH4,3.8,95,Mechanical Issue,2025-03-31
528,Route C,WH3,3.4,70,Traffic,2025-03-31
529,Route B,WH3,3.4,53,Accident,2025-03-31
530,Route C,WH2,7.9,0,,2025-04-01
531,Route D,WH2,4.3,106,Mechanical Issue,2025-04-01
532,Route D,WH3,5.9,101,Weather,2025-04-01
533,Route A,WH4,3.5,40,Traffic,2025-04-01
534,Route A,WH3,4.0,8,Weather,2025-04-02
535,Route C,WH1,7.2,0,,2025-04-02
536,Route B,WH4,6.7,72,Staff Shortage,2025-04-02
537,Route E,WH4,6.4,98,Staff Shortage,2025-04-02
538,Route C,WH3,3.3,59,Traffic,2025-04-02
539,Route C,WH3,5.7,66,Accident,2025-04-02
540,Route D,WH4,4.9,115,Weather,2025-04-03
541,Route B,WH3,7.8,36,Traffic,2025-04-03
542,Route B,WH3,3.1,0,,2025-04-03
543,Route A,WH2,6.2,26,Mechanical Issue,2025-04-04
544,Route D,WH2,5.5,0,,2025-04-04
545,Route B,WH2,6.9,81,Weather,2025-04-04
546,Route A,WH4,7.0,0,,2025-04-04
547,Route C,WH4,6.4,0,,2025-04-04
548,Route B,WH3,7.8,26,Weather,2025-04-04
549,Route A,WH4,7.1,0,,2025-04-05
550,Route C,WH3,7.8,35,Weather,2025-04-05
551,Route B,WH1,5.4,0,,2025-04-05
552,Route B,WH2,5.7,0,,2025-04-05
553,Route A,WH4,7.3,50,Staff Shortage,2025-04-06
554,Route D,WH2,6.2,13,Mechanical Issue,2025-04-06
555,Route C,WH4,7.4,111,Traffic,2025-04-06
556,Route B,WH3,6.3,109,Weather,2025-04-06
557,Route C,WH4,4.9,103,Weather,2025-04-06
558,Route E,WH3,4.5,89,Weather,2025-04-07
559,Route B,WH2,8.0,63,Accident,2025-04-07
560,Route A,WH4,7.7,32,Traffic,2025-04-07
561,Route E,WH4,6.5,7,Weather,2025-04-07
562,Route A,WH4,4.0,0,,2025-04-07
563,Route B,WH1,5.7,80,Accident,2025-04-07
564,Route A,WH1,7.0,114,Weather,2025-04-07
565,Route A,WH3,5.1,55,Staff Shortage,2025-04-08
566,Route B,WH3,3.3,50,Accident,2025-04-08
567,Route D,WH4,4.7,74,Staff Shortage,2025-04-08
568,Route D,WH4,6.7,48,Traffic,2025-04-08
569,Route B,WH2,5.5,0,,2025-04-08
570,Route B,WH2,6.0,81,Traffic,2025-04-09
571,Route C,WH2,5.0,0,,2025-04-09
572,Route C,WH1,7.6,22,Traffic,2025-04-09
573,Route E,WH1,7.7,86,Accident,2025-04-09
574,Route D,WH2,3.9,44,Accident,2025-04-10
575,Route B,WH2,5.5,0,,2025-04-10
576,Route B,WH1,7.6,0,,2025-04-10
577,Route C,WH3,4.2,45,Traffic,2025-04-10
578,Route C,WH2,4.1,107,Traffic,2025-04-10
579,Route E,WH4,3.9,83,Accident,2025-04-10
580,Route A,WH3,5.8,44,Staff Shortage,2025-04-11
581,Route E,WH2,6.8,61,Traffic,2025-04-11
582,Route D,WH4,3.7,84,Staff Shortage,2025-04-11
583,Route B,WH3,7.3,0,,2025-04-11
584,Route B,WH3,6.4,30,Traffic,2025-04-11
585,Route B,WH4,6.7,9,Mechanical Issue,2025-04-12
586,Route C,WH1,3.8,9,Mechanical Issue,2025-04-12
587,Route D,WH3,7.7,0,,2025-04-12
588,Route C,WH3,3.3,40,Staff Shortage,2025-04-12
589,Route C,WH4,7.0,11,Traffic,2025-04-12
590,Route D,WH1,7.2,0,,2025-04-12
591,Route A,WH4,6.8,113,Weather,2025-04-12
592,Route A,WH4,5.0,28,Weather,2025-04-12
593,Route E,WH3,4.9,49,Accident,2025-04-13
594,Route C,WH1,5.6,56,Weather,2025-04-13
595,Route E,WH2,6.3,69,Staff Shortage,2025-04-13
596,Route C,WH4,7.0,115,Weather,2025-04-13
597,Route A,WH3,6.9,0,,2025-04-13
598,Route A,WH1,5.8,78,Staff Shortage,2025-04-13
599,Route B,WH1,7.3,44,Weather,2025-04-13
600,Route B,WH1,4.8,0,,2025-04-14
601,Route C,WH4,3.5,97,Accident,2025-04-14
602,Route A,WH3,5.2,21,Accident,2025-04-14
603,Route E,WH1,3.4,78,Traffic,2025-04-14
604,Route E,WH4,4.0,0,,2025-04-14
605,Route D,WH4,5.1,0,,2025-04-14
606,Route B,WH3,6.6,110,Staff Shortage,2025-04-14
607,Route E,WH2,3.2,95,Staff Shortage,2025-04-15
608,Route D,WH4,7.5,100,Mechanical Issue,2025-04-15
609,Route A,WH3,4.8,0,,2025-04-15
610,Route B,WH4,5.2,63,Weather,2025-04-15
611,Route E,WH2,3.9,75,Mechanical Issue,2025-04-16
612,Route C,WH3,3.9,18,Mechanical Issue,2025-04-16
613,Route A,WH3,4.2,0,,2025-04-16
614,Route E,WH1,3.7,95,Staff Shortage,2025-04-17
615,Route E,WH2,5.0,104,Mechanical Issue,2025-04-17
616,Route C,WH1,5.6,100,Staff Shortage,2025-04-17
617,Route E,WH2,7.6,0,,2025-04-17
618,Route E,WH1,5.5,65,Mechanical Issue,2025-04-17
619,Route D,WH2,7.7,48,Weather,2025-04-17
620,Route B,WH1,4.6,113,Weather,2025-04-17
621,Route D,WH2,3.7,14,Traffic,2025-04-18
622,Route B,WH1,5.9,0,,2025-04-18
623,Route D,WH4,3.7,58,Staff Shortage,2025-04-18
624,Route D,WH4,3.7,116,Mechanical Issue,2025-04-18
625,Route E,WH2,6.9,0,,2025-04-18
626,Route B,WH3,6.9,47,Mechanical Issue,2025-04-18
627,Route B,WH1,6.0,15,Weather,2025-04-18
628,Route A,WH3,4.8,33,Traffic,2025-04-18
629,Route D,WH1,7.2,47,Staff Shortage,2025-04-19
630,Route E,WH4,7.6,49,Mechanical Issue,2025-04-19
631,Route C,WH1,3.7,44,Weather,2025-04-19
632,Route A,WH3,7.7,0,,2025-04-20
633,Route A,WH3,5.5,47,Weather,2025-04-20
634,Route B,WH3,7.8,0,,2025-04-20
635,Route A,WH3,8.0,30,Traffic,2025-04-21
636,Route E,WH1,3.6,0,,2025-04-21
637,Route C,WH3,6.0,40,Mechanical Issue,2025-04-21
638,Route B,WH2,4.2,37,Accident,2025-04-21
639,Route B,WH4,6.5,60,Mechanical Issue,2025-04-21
640,Route E,WH2,4.7,36,Accident,2025-04-21
641,Route C,WH3,6.6,48,Mechanical Issue,2025-04-21
642,Route D,WH3,4.5,6,Staff Shortage,2025-04-21
643,Route C,WH3,7.4,59,Accident,2025-04-22
644,Route D,WH4,4.4,117,Weather,2025-04-22
645,Route B,WH4,4.8,16,Mechanical Issue,2025-04-22
646,Route E,WH3,7.7,54,Mechanical Issue,2025-04-22
647,Route E,WH4,3.1,53,Accident,2025-04-22
648,Route E,WH2,3.4,77,Accident,2025-04-23
649,Route D,WH2,3.5,54,Weather,2025-04-23
650,Route D,WH3,3.9,0,,2025-04-23
651,Route D,WH1,4.8,40,Accident,2025-04-23
652,Route A,WH3,4.6,64,Mechanical Issue,2025-04-23
653,Route D,WH2,6.2,0,,2025-04-24
654,Route A,WH1,4.3,36,Staff Shortage,2025-04-24
655,Route A,WH1,5.1,54,Weather,2025-04-24
656,Route B,WH3,6.9,86,Mechanical Issue,2025-04-24
657,Route B,WH2,6.1,98,Traffic,2025-04-24
658,Route A,WH2,4.1,90,Mechanical Issue,2025-04-24
659,Route E,WH3,7.3,22,Weather,2025-04-25
660,Route D,WH1,4.0,0,,2025-04-25
661,Route A,WH3,4.8,81,Weather,2025-04-25
662,Route E,WH2,6.0,0,,2025-04-25
663,Route B,WH1,3.5,0,,2025-04-26
664,Route D,WH1,7.1,32,Weather,2025-04-26
665,Route B,WH1,3.9,89,Traffic,2025-04-26
666,Route E,WH3,7.6,93,Staff Shortage,2025-04-26
667,Route A,WH1,5.0,0,,2025-04-26
668,Route D,WH1,3.4,32,Accident,2025-04-26
669,Route A,WH1,4.5,102,Traffic,2025-04-26
670,Route B,WH2,7.0,114,Weather,2025-04-27
671,Route A,WH3,6.0,118,Staff Shortage,2025-04-27
672,Route D,WH2,3.5,0,,2025-04-27
673,Route E,WH3,6.1,117,Weather,2025-04-27
674,Route E,WH4,7.6,50,Mechanical Issue,2025-04-28
675,Route D,WH3,6.1,99,Traffic,2025-04-28
676,Route B,WH4,4.6,0,,2025-04-28
677,Route A,WH2,4.5,90,Staff Shortage,2025-04-28
678,Route C,WH1,6.4,46,Accident,2025-04-28
679,Route B,WH4,7.7,8,Staff Shortage,2025-04-28
680,Route B,WH2,4.5,0,,2025-04-29
681,Route B,WH1,5.3,0,,2025-04-29
682,Route D,WH3,3.2,102,Mechanical Issue,2025-04-29
683,Route A,WH4,4.0,11,Traffic,2025-04-29
684,Route D,WH4,7.9,117,Staff Shortage,2025-04-29
685,Route C,WH3,5.6,106,Weather,2025-04-30
686,Route E,WH3,3.1,34,Mechanical Issue,2025-04-30
687,Route D,WH4,6.6,104,Staff Shortage,2025-04-30
688,Route E,WH4,5.4,0,,2025-04-30
689,Route E,WH1,6.5,24,Traffic,2025-04-30
690,Route D,WH4,5.2,0,,2025-04-30
691,Route A,WH2,7.2,17,Traffic,2025-04-30
692,Route E,WH3,4.8,119,Traffic,2025-04-30
693,Route B,WH4,7.0,0,,2025-05-01
694,Route D,WH4,8.0,45,Staff Shortage,2025-05-01
695,Route D,WH1,7.0,34,Mechanical Issue,2025-05-01
696,Route C,WH2,5.2,115,Weather,2025-05-02
697,Route C,WH1,4.6,70,Mechanical Issue,2025-05-02
698,Route E,WH2,3.6,109,Traffic,2025-05-02
699,Route A,WH2,7.1,43,Mechanical Issue,2025-05-02
700,Route C,WH1,4.5,44,Weather,2025-05-02
701,Route E,WH3,7.0,66,Mechanical Issue,2025-05-02
702,Route B,WH3,4.1,107,Accident,2025-05-02
703,Route C,WH4,6.2,31,Weather,2025-05-03
704,Route D,WH3,4.2,39,Staff Shortage,2025-05-03
705,Route E,WH1,4.2,0,,2025-05-03
706,Route B,WH2,5.6,100,Mechanical Issue,2025-05-03
707,Route D,WH3,7.3,58,Weather,2025-05-03
708,Route B,WH3,6.8,6,Mechanical Issue,2025-05-04
709,Route C,WH2,4.4,10,Accident,2025-05-04
710,Route D,WH1,7.0,28,Accident,2025-05-04
711,Route A,WH4,4.5,35,Mechanical Issue,2025-05-05
712,Route A,WH4,5.3,31,Weather,2025-05-05
713,Route C,WH4,3.4,41,Staff Shortage,2025-05-05
714,Route B,WH2,7.3,120,Mechanical Issue,2025-05-05
715,Route C,WH1,6.7,19,Weather,2025-05-06
716,Route B,WH4,6.2,0,,2025-05-06
717,Route C,WH1,3.9,62,Weather,2025-05-06
718,Route E,WH3,5.4,104,Accident,2025-05-06
719,Route A,WH1,6.4,29,Traffic,2025-05-06
720,Route B,WH3,4.1,34,Weather,2025-05-07
721,Route D,WH1,5.6,106,Staff Shortage,2025-05-07
722,Route A,WH4,5.0,62,Mechanical Issue,2025-05-07
723,Route C,WH4,5.7,98,Mechanical Issue,2025-05-07
724,Route E,WH1,7.2,109,Accident,2025-05-08
725,Route B,WH3,5.0,49,Traffic,2025-05-08
726,Route E,WH1,4.6,22,Accident,2025-05-08
727,Route A,WH2,3.5,114,Staff Shortage,2025-05-08
728,Route A,WH3,7.7,11,Mechanical Issue,2025-05-08
729,Route B,WH2,5.4,45,Accident,2025-05-08
730,Route E,WH2,6.3,56,Traffic,2025-05-09
731,Route D,WH4,4.7,11,Traffic,2025-05-09
732,Route C,WH1,4.5,86,Traffic,2025-05-09
733,Route A,WH3,7.9,98,Weather,2025-05-09
734,Route B,WH1,6.1,76,Staff Shortage,2025-05-09
735,Route B,WH3,6.9,6,Staff Shortage,2025-05-09
736,Route E,WH3,6.9,26,Traffic,2025-05-10
737,Route D,WH3,3.4,29,Traffic,2025-05-10
738,Route D,WH4,3.8,0,,2025-05-10
739,Route C,WH2,7.9,90,Weather,2025-05-10
740,Route A,WH3,4.5,114,Mechanical Issue,2025-05-10
741,Route A,WH1,6.4,35,Accident,2025-05-10
742,Route D,WH2,6.2,6,Mechanical Issue,2025-05-10
743,Route B,WH3,4.5,0,,2025-05-10
744,Route C,WH3,6.5,28,Staff Shortage,2025-05-11
745,Route E,WH2,4.5,23,Weather,2025-05-11
746,Route E,WH2,6.2,97,Weather,2025-05-11
747,Route D,WH1,5.6,101,Staff Shortage,2025-05-11
